RecordedAtTime,VehicleLocation.Longitude,VehicleLocation.Latitude
25200,-0.20080321285140562,-0.1446280991735537
25800,-0.20481927710843373,-0.12603305785123967
26400,-0.20481927710843373,-0.12190082644628099
27000,-0.15261044176706828,-0.1756198347107438
27600,0.028112449799196786,-0.27479338842975204
28200,0.2289156626506024,-0.4690082644628099
28800,0.27309236947791166,-0.6342975206611571
29400,0.43775100401606426,-0.7644628099173554
30000,0.7028112449799196,-0.9318181818181818
30600,0.8112449799196787,-1.0
31200,0.8112449799196787,-0.9979338842975206
31800,0.606425702811245,-0.8739669421487604
32400,0.42971887550200805,-0.7582644628099173
33000,0.26104417670682734,-0.5743801652892562
33600,0.1566265060240964,-0.39669421487603307
34200,-0.012048192771084338,-0.23553719008264462
34800,-0.14056224899598393,-0.1797520661157025
35400,-0.19678714859437751,-0.14256198347107438
36000,-0.18072289156626506,-0.16322314049586778
36600,-0.024096385542168676,-0.2231404958677686
37200,0.0963855421686747,-0.34710743801652894
37800,0.2570281124497992,-0.5557851239669421
38400,0.27309236947791166,-0.6342975206611571
39000,0.40160642570281124,-0.7396694214876033
39600,0.5983935742971888,-0.8677685950413223
40200,1.0,-0.8842975206611571
40800,0.7309236947791165,-0.8946280991735537
41400,0.5261044176706827,-0.8223140495867769
42000,0.3373493975903614,-0.6962809917355371
42600,0.23694779116465864,-0.49586776859504134
43200,0.07630522088353414,-0.3181818181818182
43800,-0.020080321285140562,-0.22727272727272727
44400,-0.18072289156626506,-0.16942148760330578
45000,-0.19678714859437751,-0.11570247933884298
45600,-0.1566265060240964,-0.1756198347107438
46200,-0.012048192771084338,-0.23553719008264462
46800,0.18072289156626506,-0.4194214876033058
47400,0.26104417670682734,-0.5723140495867769
48000,0.40160642570281124,-0.7396694214876033
48600,0.6345381526104418,-0.8925619834710744
49200,0.8634538152610441,-0.890495867768595
49800,0.9678714859437751,-0.8863636363636364
50400,0.606425702811245,-0.8739669421487604
51000,0.43373493975903615,-0.7603305785123967
51600,0.27710843373493976,-0.6528925619834711
52200,0.24899598393574296,-0.5268595041322314
52800,0.11244979919678715,-0.35537190082644626
53400,-0.024096385542168676,-0.2231404958677686
54000,-0.1686746987951807,-0.17148760330578514
54600,-0.20481927710843373,-0.128099173553719
55200,-0.20481927710843373,-0.12603305785123967
55800,-0.17670682730923695,-0.16942148760330578
56400,-0.008032128514056224,-0.23760330578512398
57000,0.10843373493975904,-0.3512396694214876
57600,0.26104417670682734,-0.5723140495867769
58200,0.30522088353413657,-0.6756198347107438
58800,0.4538152610441767,-0.7747933884297521
59400,0.6345381526104418,-0.8925619834710744
60000,0.8514056224899599,-0.890495867768595
60600,1.0,-0.8842975206611571
61200,0.8755020080321285,-0.8884297520661157
61800,0.6345381526104418,-0.8925619834710744
62400,0.41365461847389556,-0.7458677685950413
63000,0.26506024096385544,-0.5826446280991735
63600,0.21285140562248997,-0.4524793388429752
64200,-0.012048192771084338,-0.23760330578512398
64800,-0.14457831325301204,-0.17768595041322313
65400,-0.20481927710843373,-0.12396694214876033
66000,-0.17670682730923695,-0.15289256198347106
66000,-0.17670682730923695,-0.15289256198347106
66600,-0.028112449799196786,-0.2190082644628099
66600,-0.028112449799196786,-0.2190082644628099
67200,0.10843373493975904,-0.3512396694214876
67200,0.10843373493975904,-0.3512396694214876
67800,0.26506024096385544,-0.5764462809917356
67800,0.26506024096385544,-0.5764462809917356
68400,0.3413654618473896,-0.7004132231404959
68400,0.3413654618473896,-0.7004132231404959
69000,0.5983935742971888,-0.8698347107438017
69000,0.5983935742971888,-0.8698347107438017
69600,0.9919678714859438,-0.8842975206611571
69600,0.9919678714859438,-0.8842975206611571
70200,0.8393574297188755,-0.890495867768595
70800,0.5502008032128514,-0.8367768595041323
71400,0.30522088353413657,-0.6756198347107438
72000,0.2570281124497992,-0.5557851239669421
72600,0.11244979919678715,-0.35330578512396693
73200,-0.040160642570281124,-0.21074380165289255
73800,-0.20481927710843373,-0.12396694214876033
74400,-0.20481927710843373,-0.12190082644628099
75000,-0.1686746987951807,-0.17148760330578514
75600,-0.01606425702811245,-0.22933884297520662
76200,0.18875502008032127,-0.42768595041322316
76800,0.27309236947791166,-0.6260330578512396
77400,0.43775100401606426,-0.7644628099173554
78000,0.7349397590361446,-0.9524793388429752
