RecordedAtTime,VehicleLocation.Longitude,VehicleLocation.Latitude
25200,0.8569182389937107,0.7172701949860725
26400,0.8836477987421384,0.7284122562674095
27000,0.8569182389937107,0.775766016713092
27600,0.8490566037735849,0.8523676880222841
28200,0.7688679245283019,0.9052924791086351
28800,0.6918238993710691,0.915041782729805
29400,0.5849056603773585,0.8997214484679665
30000,0.5031446540880503,0.9289693593314763
30600,0.46855345911949686,0.9442896935933147
31200,0.42924528301886794,0.9749303621169917
31800,0.3710691823899371,0.9986072423398329
32400,0.35691823899371067,0.9944289693593314
33000,0.41037735849056606,0.9874651810584958
33600,0.43553459119496857,0.9526462395543176
34200,0.5172955974842768,0.9206128133704735
34800,0.6069182389937107,0.8983286908077994
35400,0.7248427672955975,0.9192200557103064
36000,0.8474842767295597,0.8551532033426184
36600,0.9182389937106918,0.7423398328690808
37200,0.9984276729559748,0.6908077994428969
37800,0.8757861635220126,0.8161559888579387
38400,0.8081761006289309,0.8885793871866295
39000,0.7075471698113207,0.9178272980501393
39600,0.5786163522012578,0.8997214484679665
40200,0.5094339622641509,0.924791086350975
40800,0.4559748427672956,0.947075208913649
41400,0.40408805031446543,0.9902506963788301
42000,0.33490566037735847,0.9902506963788301
42600,0.32861635220125784,0.9930362116991643
43200,0.3836477987421384,0.9958217270194986
43800,0.4339622641509434,0.9707520891364902
44400,0.4921383647798742,0.935933147632312
45000,0.5487421383647799,0.9025069637883009
45600,0.6839622641509434,0.9136490250696379
46200,0.7672955974842768,0.9052924791086351
46800,0.8647798742138365,0.8314763231197771
47400,0.89937106918239,0.7785515320334262
48000,0.8537735849056604,0.7158774373259053
48600,0.8553459119496856,0.7158774373259053
49200,0.9198113207547169,0.7395543175487466
49800,0.8647798742138365,0.7938718662952646
50400,0.8490566037735849,0.850974930362117
51000,0.7562893081761006,0.915041782729805
51600,0.6477987421383647,0.9094707520891365
52200,0.5613207547169812,0.9011142061281338
52800,0.5125786163522013,0.9233983286908078
53400,0.47327044025157233,0.9442896935933147
54000,0.4229559748427673,0.979108635097493
54600,0.39308176100628933,0.9944289693593314
55200,0.330188679245283,0.9874651810584958
55800,0.32861635220125784,0.9930362116991643
56400,0.39937106918238996,0.9930362116991643
57000,0.45125786163522014,0.947075208913649
57600,0.5031446540880503,0.9289693593314763
58200,0.5880503144654088,0.8983286908077994
58800,0.7028301886792453,0.9164345403899722
59400,0.7672955974842768,0.9066852367688022
60000,0.8584905660377359,0.8384401114206128
60600,0.9056603773584906,0.7674094707520891
61200,0.9984276729559748,0.6908077994428969
61800,0.9984276729559748,0.6908077994428969
62400,0.9056603773584906,0.7674094707520891
63000,0.8270440251572327,0.8676880222841226
63600,0.7452830188679245,0.9206128133704735
64200,0.6132075471698113,0.8969359331476323
64800,0.5361635220125787,0.9094707520891365
65400,0.46855345911949686,0.9442896935933147
66000,0.419811320754717,0.9832869080779945
66600,0.37735849056603776,1.0
67200,0.32547169811320753,0.9846796657381616
67800,0.32547169811320753,0.9846796657381616
68400,0.3490566037735849,0.9972144846796658
69000,0.40723270440251574,0.9888579387186629
69600,0.43238993710691825,0.9526462395543176
70200,0.5031446540880503,0.9289693593314763
70800,0.6069182389937107,0.8983286908077994
71400,0.75,0.9178272980501393
72000,0.860062893081761,0.8356545961002786
72600,0.9119496855345912,0.7576601671309192
73200,0.8977987421383647,0.7785515320334262
73800,0.8632075471698113,0.8314763231197771
74400,0.7672955974842768,0.9066852367688022
75000,0.6053459119496856,0.8983286908077994
75600,0.49056603773584906,0.935933147632312
76200,0.4339622641509434,0.9623955431754875
76800,0.36163522012578614,0.9944289693593314
77400,0.32547169811320753,0.9846796657381616
78000,0.3663522012578616,0.9944289693593314
78600,0.43238993710691825,0.9596100278551533
79200,0.5188679245283019,0.9192200557103064
79800,0.6462264150943396,0.9080779944289693
80400,0.8144654088050315,0.8802228412256268
81000,0.9198113207547169,0.7395543175487466
81600,1.0,0.6894150417827298
82200,0.9072327044025157,0.766016713091922
82800,0.7971698113207547,0.8997214484679665
