RecordedAtTime,VehicleLocation.Longitude,VehicleLocation.Latitude
25200,0.9415670650730412,0.973621103117506
25800,0.8778220451527224,0.8920863309352518
26400,0.8393094289508632,0.7434052757793765
27000,0.7224435590969456,0.7050359712230215
27600,0.7197875166002656,0.6235011990407674
28200,0.7675962815405046,0.7458033573141487
28800,0.8459495351925631,0.829736211031175
29400,0.9349269588313412,0.9496402877697842
30000,0.8432934926958832,0.8561151079136691
30600,0.8432934926958832,0.7434052757793765
31200,0.7224435590969456,0.7026378896882494
31800,0.7118193891102258,0.6258992805755396
32400,0.7224435590969456,0.6282973621103117
33000,0.8034528552456839,0.7482014388489209
33600,0.8406374501992032,0.8465227817745803
34200,0.9402390438247012,0.9712230215827338
34800,0.8937583001328021,0.9328537170263789
35400,0.8778220451527224,0.7362110311750599
36000,0.7237715803452855,0.7122302158273381
36600,0.7144754316069057,0.6211031175059952
37200,0.7250996015936255,0.7290167865707434
37800,0.8472775564409031,0.8249400479616307
38400,0.9415670650730412,0.9712230215827338
39000,0.9375830013280213,0.9496402877697842
39600,0.8711819389110226,0.7697841726618705
40200,0.7264276228419655,0.7314148681055156
40800,0.7144754316069057,0.6211031175059952
41400,0.7197875166002656,0.6235011990407674
42000,0.7237715803452855,0.709832134292566
42600,0.8831341301460823,0.7362110311750599
43200,0.8937583001328021,0.935251798561151
43800,0.9349269588313412,0.9496402877697842
44400,0.8751660026560425,0.762589928057554
45000,0.7237715803452855,0.709832134292566
45600,0.7131474103585658,0.6187050359712231
46200,0.7184594953519257,0.6235011990407674
46800,0.7569721115537849,0.7434052757793765
47400,0.848605577689243,0.8225419664268585
48000,0.9402390438247012,0.9688249400479616
48600,0.9043824701195219,0.9448441247002398
49200,0.8764940239043825,0.7577937649880095
49800,0.7237715803452855,0.7242206235011991
50400,0.7158034528552457,0.6211031175059952
51000,0.7158034528552457,0.6211031175059952
51600,0.7211155378486056,0.6354916067146283
52200,0.7675962815405046,0.7458033573141487
52800,0.8618857901726428,0.7865707434052758
53400,0.9415670650730412,0.973621103117506
54000,0.8844621513944223,0.7386091127098321
54600,0.7250996015936255,0.7290167865707434
55200,0.7104913678618858,0.6282973621103117
55800,0.7131474103585658,0.6187050359712231
56400,0.7144754316069057,0.6211031175059952
57000,0.7197875166002656,0.6426858513189448
57600,0.8339973439575034,0.6378896882494005
58200,0.9946879150066401,0.6474820143884892
58800,0.9667994687915007,0.8729016786570744
59400,0.9402390438247012,0.9712230215827338
60000,0.9840637450199203,0.6930455635491607
60600,0.9389110225763613,0.5851318944844125
61200,0.8247011952191236,0.6474820143884892
61800,0.7290836653386454,0.6642685851318945
62400,0.7104913678618858,0.6306954436450839
63000,0.7184594953519257,0.6235011990407674
63600,0.7888446215139442,0.6738609112709832
64200,0.9389110225763613,0.5851318944844125
64800,0.9787516600265604,0.7218225419664268
65400,0.9402390438247012,0.9664268585131894
66000,0.9707835325365206,0.8465227817745803
66600,0.99867197875166,0.6235011990407674
67200,0.9057104913678619,0.5875299760191847
67800,0.7755644090305445,0.6762589928057554
68400,0.7131474103585658,0.6187050359712231
69000,0.7224435590969456,0.6258992805755396
69600,0.8552456839309429,0.6067146282973621
70200,0.9960159362549801,0.6378896882494005
70800,0.9721115537848606,0.8465227817745803
71400,0.9402390438247012,0.9688249400479616
72000,0.9375830013280213,0.9496402877697842
72600,1.0,0.6187050359712231
73200,0.8446215139442231,0.6187050359712231
73800,0.7277556440903055,0.6642685851318945
74400,0.7158034528552457,0.6211031175059952
75000,0.7171314741035857,0.6211031175059952
75600,0.7171314741035857,0.6211031175059952
76200,0.7171314741035857,0.6211031175059952
76800,0.7171314741035857,0.6211031175059952
77400,0.7171314741035857,0.6211031175059952
78600,0.701195219123506,0.6019184652278178
79200,0.702523240371846,0.60431654676259
79800,0.7370517928286853,0.6139088729016786
80400,0.7808764940239044,0.8081534772182254
81000,0.8592297476759628,1.0
81600,0.7861885790172642,0.8968824940047961
82200,0.7383798140770252,0.6115107913669064
82800,0.702523240371846,0.60431654676259
