RecordedAtTime,VehicleLocation.Longitude,VehicleLocation.Latitude
25200,0.49586776859504134,0.8607954545454546
25200,0.49586776859504134,0.8607954545454546
25800,0.6611570247933884,0.8153409090909091
26400,0.21487603305785125,0.8494318181818182
26400,0.21487603305785125,0.8494318181818182
27000,-0.14049586776859505,0.9829545454545454
27000,-0.14049586776859505,0.9829545454545454
27600,-0.36363636363636365,0.9573863636363636
27600,-0.36363636363636365,0.9573863636363636
28200,-0.35537190082644626,0.9573863636363636
28200,-0.35537190082644626,0.9573863636363636
28800,0.01652892561983471,0.9545454545454546
29400,0.34710743801652894,0.8892045454545454
30000,0.6776859504132231,0.8238636363636364
30600,0.6776859504132231,0.8238636363636364
31200,0.5537190082644629,0.8494318181818182
31200,0.5537190082644629,0.8494318181818182
31800,0.24793388429752067,0.8693181818181818
31800,0.24793388429752067,0.8693181818181818
32400,-0.2231404958677686,1.0
32400,-0.2231404958677686,1.0
36600,-0.01652892561983471,0.07954545454545454
37200,-0.09917355371900827,0.13352272727272727
37800,-0.5371900826446281,0.24147727272727273
39000,-0.9586776859504132,0.2528409090909091
39600,-0.9586776859504132,0.2528409090909091
40200,-0.8512396694214877,0.25
40800,-0.5950413223140496,0.24431818181818182
41400,-0.19008264462809918,0.1875
42000,0.008264462809917356,0.10227272727272728
42600,-0.06611570247933884,0.1590909090909091
43200,-0.4462809917355372,0.22443181818181818
43800,-0.9008264462809917,0.29261363636363635
44400,-0.9586776859504132,0.2528409090909091
45000,-0.9586776859504132,0.2528409090909091
45600,-0.8429752066115702,0.25
46200,-0.4132231404958678,0.21875
46800,0.008264462809917356,0.10227272727272728
47400,0.008264462809917356,0.10227272727272728
48000,-0.09917355371900827,0.13352272727272727
48600,-0.33884297520661155,0.21022727272727273
49200,-0.7520661157024794,0.28125
53400,-0.6776859504132231,0.35795454545454547
54000,-0.2644628099173554,0.2784090909090909
54000,-0.2644628099173554,0.2784090909090909
54600,0.06611570247933884,0.23579545454545456
55200,-0.15702479338842976,0.2784090909090909
55200,-0.15702479338842976,0.2784090909090909
55800,-0.5785123966942148,0.3494318181818182
55800,-0.5785123966942148,0.3494318181818182
56400,-0.9586776859504132,0.3465909090909091
56400,-0.9586776859504132,0.3465909090909091
57000,-0.9586776859504132,0.3465909090909091
57000,-0.9586776859504132,0.3465909090909091
57600,-1.0,0.34375
57600,-1.0,0.34375
58200,-0.6859504132231405,0.3693181818181818
58200,-0.6859504132231405,0.3693181818181818
58800,-0.19008264462809918,0.26420454545454547
58800,-0.19008264462809918,0.26420454545454547
59400,0.06611570247933884,0.23579545454545456
60000,-0.0743801652892562,0.26420454545454547
60000,-0.0743801652892562,0.26420454545454547
60600,-0.4049586776859504,0.3181818181818182
60600,-0.4049586776859504,0.3181818181818182
60600,-0.4049586776859504,0.3181818181818182
61200,-0.8347107438016529,0.35511363636363635
61200,-0.8347107438016529,0.35511363636363635
61800,-0.9669421487603306,0.3465909090909091
61800,-0.9669421487603306,0.3465909090909091
61800,-0.9669421487603306,0.3465909090909091
62400,-0.9256198347107438,0.35795454545454547
62400,-0.9256198347107438,0.35795454545454547
63000,-0.49586776859504134,0.32386363636363635
63600,-0.19008264462809918,0.26420454545454547
63600,-0.19008264462809918,0.26420454545454547
64200,-0.0743801652892562,0.26136363636363635
64200,-0.0743801652892562,0.26136363636363635
64800,-0.371900826446281,0.3096590909090909
64800,-0.371900826446281,0.3096590909090909
65400,-0.7933884297520661,0.35795454545454547
65400,-0.7933884297520661,0.35795454545454547
66000,-1.0,0.3494318181818182
66600,-0.8925619834710744,0.36079545454545453
66600,-0.8925619834710744,0.36079545454545453
67200,-0.5867768595041323,0.3409090909090909
67200,-0.5867768595041323,0.3409090909090909
67800,-0.371900826446281,0.29829545454545453
67800,-0.371900826446281,0.29829545454545453
68400,0.04132231404958678,0.23863636363636365
68400,0.04132231404958678,0.23863636363636365
69000,-0.1322314049586777,0.2727272727272727
69000,-0.1322314049586777,0.2727272727272727
69600,-0.39669421487603307,0.3153409090909091
70200,-0.7768595041322314,0.36079545454545453
70200,-0.7768595041322314,0.36079545454545453
